2018-02-25,0
2018-02-26,0
2018-02-27,0
2018-02-28,0
2018-03-01,0
2018-03-02,0
2018-03-03,0
2018-03-04,0
2018-03-05,0
2018-03-06,4
2018-03-07,4
2018-03-08,8
2018-03-09,8
2018-03-10,12
2018-03-11,12
2018-03-12,16
2018-03-13,16
2018-03-14,20
2018-03-15,20
2018-03-16,24
2018-03-17,20
2018-03-18,24
2018-03-19,20
2018-03-20,24
2018-03-21,20
2018-03-22,24
2018-03-23,20
2018-03-24,24
2018-03-25,20
2018-03-26,24
2018-03-27,20
2018-03-28,24
2018-03-29,20
2018-03-30,24
2018-03-31,20
2018-04-01,24
2018-04-02,20
2018-04-03,24
2018-04-04,20
2018-04-05,24
2018-04-06,20
2018-04-07,20
2018-04-08,16
2018-04-09,16
2018-04-10,12
2018-04-11,12
2018-04-12,8
2018-04-13,8
2018-04-14,4
2018-04-15,4
2018-04-16,0
2018-04-17,0
2018-04-18,0
2018-04-19,0
2018-04-20,0
2018-04-21,0
2018-04-22,0
2018-04-23,0
2018-04-24,0
2018-04-25,0
2018-04-26,0
2018-04-27,0
2018-04-28,0
2018-04-29,0
2018-04-30,0
2018-05-01,0
2018-05-02,0
2018-05-03,0
2018-05-04,0
2018-05-05,0
2018-05-06,0
2018-05-07,0
2018-05-08,0
2018-05-09,0
2018-05-10,0
2018-05-11,0
2018-05-12,0
2018-05-13,0
2018-05-14,0
2018-05-15,0
2018-05-16,0
2018-05-17,0
2018-05-18,0
2018-05-19,0
2018-05-20,0
2018-05-21,0
2018-05-22,0
2018-05-23,0
2018-05-24,0
2018-05-25,0
2018-05-26,0
2018-05-27,0
2018-05-28,0
2018-05-29,0
2018-05-30,0
2018-05-31,0
2018-06-01,0
2018-06-02,0
2018-06-03,0
2018-06-04,0
2018-06-05,0
2018-06-06,0
2018-06-07,0
2018-06-08,0
2018-06-09,0
2018-06-10,0
2018-06-11,0
2018-06-12,0
2018-06-13,0
2018-06-14,0
2018-06-15,0
2018-06-16,0
2018-06-17,0
2018-06-18,0
2018-06-19,0
2018-06-20,0
2018-06-21,0
2018-06-22,0
2018-06-23,0
2018-06-24,0
2018-06-25,0
2018-06-26,0
2018-06-27,0
2018-06-28,0
2018-06-29,0
2018-06-30,0
2018-07-01,0
